Iterações entre number1 / number2: 32400
-5 7/1 / -4 = +3
-5 7/1 / -5 = +2 2/5
-5 7/1 / -6 = +2
-5 7/1 / -7 = +1 5/7
-5 7/1 / -8 = +1 1/2
-5 7/1 / -9 = +1 1/3
-5 7/2 / +1 = -8 1/2
-5 7/2 / +2 = -4 1/4
-5 7/2 / +3 = -2 5/6
-5 7/2 / +4 = -2 1/8
-5 7/2 / +5 = -1 7/10
-5 7/2 / +6 = -1 5/12
-5 7/2 / +7 = -1 3/14
-5 7/2 / +8 = -1 1/16
-5 7/2 / +9 = -17/18
-5 7/2 / -1 = +8 1/2
-5 7/2 / -2 = +4 1/4
-5 7/2 / -3 = +2 5/6
-5 7/2 / -4 = +2 1/8
-5 7/2 / -5 = +1 7/10
-5 7/2 / -6 = +1 5/12
-5 7/2 / -7 = +1 3/14
-5 7/2 / -8 = +1 1/16
-5 7/2 / -9 = +17/18
-5 7/3 / +1 = -7 1/3
-5 7/3 / +2 = -3 2/3
-5 7/3 / +3 = -2 4/9
-5 7/3 / +4 = -1 5/6
-5 7/3 / +5 = -1 7/15
-5 7/3 / +6 = -1 2/9
-5 7/3 / +7 = -1 1/21
-5 7/3 / +8 = -11/12
-5 7/3 / +9 = -22/27
-5 7/3 / -1 = +7 1/3
-5 7/3 / -2 = +3 2/3
-5 7/3 / -3 = +2 4/9
-5 7/3 / -4 = +1 5/6
-5 7/3 / -5 = +1 7/15
-5 7/3 / -6 = +1 2/9
-5 7/3 / -7 = +1 1/21
-5 7/3 / -8 = +11/12
-5 7/3 / -9 = +22/27
-5 7/4 / +1 = -6 3/4
-5 7/4 / +2 = -3 3/8
-5 7/4 / +3 = -2 1/4
-5 7/4 / +4 = -1 11/16
-5 7/4 / +5 = -1 7/20
-5 7/4 / +6 = -1 1/8
-5 7/4 / +7 = -27/28
-5 7/4 / +8 = -27/32
-5 7/4 / +9 = -3/4
-5 7/4 / -1 = +6 3/4
-5 7/4 / -2 = +3 3/8
-5 7/4 / -3 = +2 1/4
-5 7/4 / -4 = +1 11/16
-5 7/4 / -5 = +1 7/20
-5 7/4 / -6 = +1 1/8
-5 7/4 / -7 = +27/28
-5 7/4 / -8 = +27/32
-5 7/4 / -9 = +3/4
-5 7/5 / +1 = -6 2/5
-5 7/5 / +2 = -3 1/5
-5 7/5 / +3 = -2 2/15
-5 7/5 / +4 = -1 3/5
-5 7/5 / +5 = -1 7/25
-5 7/5 / +6 = -1 1/15
-5 7/5 / +7 = -32/35
-5 7/5 / +8 = -4/5
-5 7/5 / +9 = -32/45
-5 7/5 / -1 = +6 2/5
-5 7/5 / -2 = +3 1/5
-5 7/5 / -3 = +2 2/15
-5 7/5 / -4 = +1 3/5
-5 7/5 / -5 = +1 7/25
-5 7/5 / -6 = +1 1/15
-5 7/5 / -7 = +32/35
-5 7/5 / -8 = +4/5
-5 7/5 / -9 = +32/45
-5 7/6 / +1 = -6 1/6
-5 7/6 / +2 = -3 1/12
-5 7/6 / +3 = -2 1/18
-5 7/6 / +4 = -1 13/24
-5 7/6 / +5 = -1 7/30
-5 7/6 / +6 = -1 1/36
-5 7/6 / +7 = -37/42
-5 7/6 / +8 = -37/48
-5 7/6 / +9 = -37/54
-5 7/6 / -1 = +6 1/6
-5 7/6 / -2 = +3 1/12
-5 7/6 / -3 = +2 1/18
-5 7/6 / -4 = +1 13/24
-5 7/6 / -5 = +1 7/30
-5 7/6 / -6 = +1 1/36
-5 7/6 / -7 = +37/42
-5 7/6 / -8 = +37/48
-5 7/6 / -9 = +37/54
-5 7/7 / +1 = -6
-5 7/7 / +2 = -3
-5 7/7 / +3 = -2
-5 7/7 / +4 = -1 1/2
-5 7/7 / +5 = -1 1/5
-5 7/7 / +6 = -1
-5 7/7 / +7 = -6/7
-5 7/7 / +8 = -3/4
-5 7/7 / +9 = -2/3
-5 7/7 / -1 = +6
-5 7/7 / -2 = +3
-5 7/7 / -3 = +2
-5 7/7 / -4 = +1 1/2
-5 7/7 / -5 = +1 1/5
-5 7/7 / -6 = +1
-5 7/7 / -7 = +6/7
-5 7/7 / -8 = +3/4
-5 7/7 / -9 = +2/3
-5 7/8 / +1 = -5 7/8
-5 7/8 / +2 = -2 15/16
-5 7/8 / +3 = -1 23/24
-5 7/8 / +4 = -1 15/32
-5 7/8 / +5 = -1 7/40
-5 7/8 / +6 = -47/48
-5 7/8 / +7 = -47/56
-5 7/8 / +8 = -47/64
-5 7/8 / +9 = -47/72
-5 7/8 / -1 = +5 7/8
-5 7/8 / -2 = +2 15/16
-5 7/8 / -3 = +1 23/24
-5 7/8 / -4 = +1 15/32
-5 7/8 / -5 = +1 7/40
-5 7/8 / -6 = +47/48
-5 7/8 / -7 = +47/56
-5 7/8 / -8 = +47/64
-5 7/8 / -9 = +47/72
-5 7/9 / +1 = -5 7/9
-5 7/9 / +2 = -2 8/9
-5 7/9 / +3 = -1 25/27
-5 7/9 / +4 = -1 4/9
-5 7/9 / +5 = -1 7/45
-5 7/9 / +6 = -26/27
-5 7/9 / +7 = -52/63
-5 7/9 / +8 = -13/18
-5 7/9 / +9 = -52/81
-5 7/9 / -1 = +5 7/9
-5 7/9 / -2 = +2 8/9
-5 7/9 / -3 = +1 25/27
-5 7/9 / -4 = +1 4/9
-5 7/9 / -5 = +1 7/45
-5 7/9 / -6 = +26/27
-5 7/9 / -7 = +52/63
-5 7/9 / -8 = +13/18
-5 7/9 / -9 = +52/81
-5 8/1 / +1 = -13
-5 8/1 / +2 = -6 1/2
-5 8/1 / +3 = -4 1/3
-5 8/1 / +4 = -3 1/4
-5 8/1 / +5 = -2 3/5
-5 8/1 / +6 = -2 1/6
-5 8/1 / +7 = -1 6/7
-5 8/1 / +8 = -1 5/8
-5 8/1 / +9 = -1 4/9
-5 8/1 / -1 = +13
-5 8/1 / -2 = +6 1/2
-5 8/1 / -3 = +4 1/3
-5 8/1 / -4 = +3 1/4
-5 8/1 / -5 = +2 3/5
-5 8/1 / -6 = +2 1/6
-5 8/1 / -7 = +1 6/7
-5 8/1 / -8 = +1 5/8
-5 8/1 / -9 = +1 4/9
-5 8/2 / +1 = -9
-5 8/2 / +2 = -4 1/2
-5 8/2 / +3 = -3
-5 8/2 / +4 = -2 1/4
-5 8/2 / +5 = -1 4/5
-5 8/2 / +6 = -1 1/2
-5 8/2 / +7 = -1 2/7
-5 8/2 / +8 = -1 1/8
-5 8/2 / +9 = -1
-5 8/2 / -1 = +9
-5 8/2 / -2 = +4 1/2
-5 8/2 / -3 = +3
-5 8/2 / -4 = +2 1/4
-5 8/2 / -5 = +1 4/5
-5 8/2 / -6 = +1 1/2
-5 8/2 / -7 = +1 2/7
-5 8/2 / -8 = +1 1/8
-5 8/2 / -9 = +1
-5 8/3 / +1 = -7 2/3
-5 8/3 / +2 = -3 5/6
-5 8/3 / +3 = -2 5/9
-5 8/3 / +4 = -1 11/12
-5 8/3 / +5 = -1 8/15
-5 8/3 / +6 = -1 5/18
-5 8/3 / +7 = -1 2/21
-5 8/3 / +8 = -23/24
-5 8/3 / +9 = -23/27
-5 8/3 / -1 = +7 2/3
-5 8/3 / -2 = +3 5/6
-5 8/3 / -3 = +2 5/9
-5 8/3 / -4 = +1 11/12
-5 8/3 / -5 = +1 8/15
-5 8/3 / -6 = +1 5/18
-5 8/3 / -7 = +1 2/21
-5 8/3 / -8 = +23/24
-5 8/3 / -9 = +23/27
-5 8/4 / +1 = -7
-5 8/4 / +2 = -3 1/2
-5 8/4 / +3 = -2 1/3
-5 8/4 / +4 = -1 3/4
-5 8/4 / +5 = -1 2/5
-5 8/4 / +6 = -1 1/6
-5 8/4 / +7 = -1
-5 8/4 / +8 = -7/8
-5 8/4 / +9 = -7/9
-5 8/4 / -1 = +7
-5 8/4 / -2 = +3 1/2
-5 8/4 / -3 = +2 1/3
-5 8/4 / -4 = +1 3/4
-5 8/4 / -5 = +1 2/5
-5 8/4 / -6 = +1 1/6
-5 8/4 / -7 = +1
-5 8/4 / -8 = +7/8
-5 8/4 / -9 = +7/9
-5 8/5 / +1 = -6 3/5
-5 8/5 / +2 = -3 3/10
-5 8/5 / +3 = -2 1/5
-5 8/5 / +4 = -1 13/20
-5 8/5 / +5 = -1 8/25
-5 8/5 / +6 = -1 1/10
-5 8/5 / +7 = -33/35
-5 8/5 / +8 = -33/40
-5 8/5 / +9 = -11/15
-5 8/5 / -1 = +6 3/5
-5 8/5 / -2 = +3 3/10
-5 8/5 / -3 = +2 1/5
-5 8/5 / -4 = +1 13/20
-5 8/5 / -5 = +1 8/25
-5 8/5 / -6 = +1 1/10
-5 8/5 / -7 = +33/35
-5 8/5 / -8 = +33/40
-5 8/5 / -9 = +11/15
-5 8/6 / +1 = -6 1/3
-5 8/6 / +2 = -3 1/6
-5 8/6 / +3 = -2 1/9
-5 8/6 / +4 = -1 7/12
-5 8/6 / +5 = -1 4/15
-5 8/6 / +6 = -1 1/18
-5 8/6 / +7 = -19/21
-5 8/6 / +8 = -19/24
-5 8/6 / +9 = -19/27
-5 8/6 / -1 = +6 1/3
-5 8/6 / -2 = +3 1/6
-5 8/6 / -3 = +2 1/9
-5 8/6 / -4 = +1 7/12
-5 8/6 / -5 = +1 4/15
-5 8/6 / -6 = +1 1/18
-5 8/6 / -7 = +19/21
-5 8/6 / -8 = +19/24
-5 8/6 / -9 = +19/27
-5 8/7 / +1 = -6 1/7
-5 8/7 / +2 = -3 1/14
-5 8/7 / +3 = -2 1/21
-5 8/7 / +4 = -1 15/28
-5 8/7 / +5 = -1 8/35
-5 8/7 / +6 = -1 1/42
-5 8/7 / +7 = -43/49
-5 8/7 / +8 = -43/56
-5 8/7 / +9 = -43/63
-5 8/7 / -1 = +6 1/7
-5 8/7 / -2 = +3 1/14
-5 8/7 / -3 = +2 1/21
-5 8/7 / -4 = +1 15/28
-5 8/7 / -5 = +1 8/35
-5 8/7 / -6 = +1 1/42
-5 8/7 / -7 = +43/49
-5 8/7 / -8 = +43/56
-5 8/7 / -9 = +43/63
-5 8/8 / +1 = -6
-5 8/8 / +2 = -3
-5 8/8 / +3 = -2
-5 8/8 / +4 = -1 1/2
-5 8/8 / +5 = -1 1/5
-5 8/8 / +6 = -1
-5 8/8 / +7 = -6/7
-5 8/8 / +8 = -3/4
-5 8/8 / +9 = -2/3
-5 8/8 / -1 = +6
-5 8/8 / -2 = +3
-5 8/8 / -3 = +2
-5 8/8 / -4 = +1 1/2
-5 8/8 / -5 = +1 1/5
-5 8/8 / -6 = +1
-5 8/8 / -7 = +6/7
-5 8/8 / -8 = +3/4
-5 8/8 / -9 = +2/3
-5 8/9 / +1 = -5 8/9
-5 8/9 / +2 = -2 17/18
-5 8/9 / +3 = -1 26/27
-5 8/9 / +4 = -1 17/36
-5 8/9 / +5 = -1 8/45
-5 8/9 / +6 = -53/54
-5 8/9 / +7 = -53/63
-5 8/9 / +8 = -53/72
-5 8/9 / +9 = -53/81
-5 8/9 / -1 = +5 8/9
-5 8/9 / -2 = +2 17/18
-5 8/9 / -3 = +1 26/27
-5 8/9 / -4 = +1 17/36
-5 8/9 / -5 = +1 8/45
-5 8/9 / -6 = +53/54
-5 8/9 / -7 = +53/63
-5 8/9 / -8 = +53/72
-5 8/9 / -9 = +53/81
-5 9/1 / +1 = -14
-5 9/1 / +2 = -7
-5 9/1 / +3 = -4 2/3
-5 9/1 / +4 = -3 1/2
-5 9/1 / +5 = -2 4/5
-5 9/1 / +6 = -2 1/3
-5 9/1 / +7 = -2
-5 9/1 / +8 = -1 3/4
-5 9/1 / +9 = -1 5/9
-5 9/1 / -1 = +14
-5 9/1 / -2 = +7
-5 9/1 / -3 = +4 2/3
-5 9/1 / -4 = +3 1/2
-5 9/1 / -5 = +2 4/5
-5 9/1 / -6 = +2 1/3
-5 9/1 / -7 = +2
-5 9/1 / -8 = +1 3/4
-5 9/1 / -9 = +1 5/9
-5 9/2 / +1 = -9 1/2
-5 9/2 / +2 = -4 3/4
-5 9/2 / +3 = -3 1/6
-5 9/2 / +4 = -2 3/8
-5 9/2 / +5 = -1 9/10
-5 9/2 / +6 = -1 7/12
-5 9/2 / +7 = -1 5/14
-5 9/2 / +8 = -1 3/16
-5 9/2 / +9 = -1 1/18
-5 9/2 / -1 = +9 1/2
-5 9/2 / -2 = +4 3/4
-5 9/2 / -3 = +3 1/6
-5 9/2 / -4 = +2 3/8
-5 9/2 / -5 = +1 9/10
-5 9/2 / -6 = +1 7/12
-5 9/2 / -7 = +1 5/14
-5 9/2 / -8 = +1 3/16
-5 9/2 / -9 = +1 1/18
-5 9/3 / +1 = -8
-5 9/3 / +2 = -4
-5 9/3 / +3 = -2 2/3
-5 9/3 / +4 = -2
-5 9/3 / +5 = -1 3/5
-5 9/3 / +6 = -1 1/3
-5 9/3 / +7 = -1 1/7
-5 9/3 / +8 = -1
-5 9/3 / +9 = -8/9
-5 9/3 / -1 = +8
-5 9/3 / -2 = +4
-5 9/3 / -3 = +2 2/3
-5 9/3 / -4 = +2
-5 9/3 / -5 = +1 3/5
-5 9/3 / -6 = +1 1/3
-5 9/3 / -7 = +1 1/7
-5 9/3 / -8 = +1
-5 9/3 / -9 = +8/9
-5 9/4 / +1 = -7 1/4
-5 9/4 / +2 = -3 5/8
-5 9/4 / +3 = -2 5/12
-5 9/4 / +4 = -1 13/16
-5 9/4 / +5 = -1 9/20
-5 9/4 / +6 = -1 5/24
-5 9/4 / +7 = -1 1/28
-5 9/4 / +8 = -29/32
-5 9/4 / +9 = -29/36
-5 9/4 / -1 = +7 1/4
-5 9/4 / -2 = +3 5/8
-5 9/4 / -3 = +2 5/12
-5 9/4 / -4 = +1 13/16
-5 9/4 / -5 = +1 9/20
-5 9/4 / -6 = +1 5/24
-5 9/4 / -7 = +1 1/28
-5 9/4 / -8 = +29/32
-5 9/4 / -9 = +29/36
-5 9/5 / +1 = -6 4/5
-5 9/5 / +2 = -3 2/5
-5 9/5 / +3 = -2 4/15
-5 9/5 / +4 = -1 7/10
-5 9/5 / +5 = -1 9/25
-5 9/5 / +6 = -1 2/15
-5 9/5 / +7 = -34/35
-5 9/5 / +8 = -17/20
-5 9/5 / +9 = -34/45
-5 9/5 / -1 = +6 4/5
-5 9/5 / -2 = +3 2/5
-5 9/5 / -3 = +2 4/15
-5 9/5 / -4 = +1 7/10
-5 9/5 / -5 = +1 9/25
-5 9/5 / -6 = +1 2/15
-5 9/5 / -7 = +34/35
-5 9/5 / -8 = +17/20
-5 9/5 / -9 = +34/45
-5 9/6 / +1 = -6 1/2
-5 9/6 / +2 = -3 1/4
-5 9/6 / +3 = -2 1/6
-5 9/6 / +4 = -1 5/8
-5 9/6 / +5 = -1 3/10
-5 9/6 / +6 = -1 1/12
-5 9/6 / +7 = -13/14
-5 9/6 / +8 = -13/16
-5 9/6 / +9 = -13/18
-5 9/6 / -1 = +6 1/2
-5 9/6 / -2 = +3 1/4
-5 9/6 / -3 = +2 1/6
-5 9/6 / -4 = +1 5/8
-5 9/6 / -5 = +1 3/10
-5 9/6 / -6 = +1 1/12
-5 9/6 / -7 = +13/14
-5 9/6 / -8 = +13/16
-5 9/6 / -9 = +13/18
-5 9/7 / +1 = -6 2/7
-5 9/7 / +2 = -3 1/7
-5 9/7 / +3 = -2 2/21
-5 9/7 / +4 = -1 4/7
-5 9/7 / +5 = -1 9/35
-5 9/7 / +6 = -1 1/21
-5 9/7 / +7 = -44/49
-5 9/7 / +8 = -11/14
-5 9/7 / +9 = -44/63
-5 9/7 / -1 = +6 2/7
-5 9/7 / -2 = +3 1/7
-5 9/7 / -3 = +2 2/21
-5 9/7 / -4 = +1 4/7
-5 9/7 / -5 = +1 9/35
-5 9/7 / -6 = +1 1/21
-5 9/7 / -7 = +44/49
-5 9/7 / -8 = +11/14
-5 9/7 / -9 = +44/63
-5 9/8 / +1 = -6 1/8
-5 9/8 / +2 = -3 1/16
-5 9/8 / +3 = -2 1/24
-5 9/8 / +4 = -1 17/32
-5 9/8 / +5 = -1 9/40
-5 9/8 / +6 = -1 1/48
-5 9/8 / +7 = -7/8
-5 9/8 / +8 = -49/64
-5 9/8 / +9 = -49/72
-5 9/8 / -1 = +6 1/8
-5 9/8 / -2 = +3 1/16
-5 9/8 / -3 = +2 1/24
-5 9/8 / -4 = +1 17/32
-5 9/8 / -5 = +1 9/40
-5 9/8 / -6 = +1 1/48
-5 9/8 / -7 = +7/8
-5 9/8 / -8 = +49/64
-5 9/8 / -9 = +49/72
-5 9/9 / +1 = -6
-5 9/9 / +2 = -3
-5 9/9 / +3 = -2
-5 9/9 / +4 = -1 1/2
-5 9/9 / +5 = -1 1/5
-5 9/9 / +6 = -1
-5 9/9 / +7 = -6/7
-5 9/9 / +8 = -3/4
-5 9/9 / +9 = -2/3
-5 9/9 / -1 = +6
-5 9/9 / -2 = +3
-5 9/9 / -3 = +2
-5 9/9 / -4 = +1 1/2
-5 9/9 / -5 = +1 1/5
-5 9/9 / -6 = +1
-5 9/9 / -7 = +6/7
-5 9/9 / -8 = +3/4
-5 9/9 / -9 = +2/3
-6 0/1 / +1 = -6
-6 0/1 / +2 = -3
-6 0/1 / +3 = -2
-6 0/1 / +4 = -1 1/2
-6 0/1 / +5 = -1 1/5
-6 0/1 / +6 = -1
-6 0/1 / +7 = -6/7
-6 0/1 / +8 = -3/4
-6 0/1 / +9 = -2/3
-6 0/1 / -1 = +6
-6 0/1 / -2 = +3
-6 0/1 / -3 = +2
-6 0/1 / -4 = +1 1/2
-6 0/1 / -5 = +1 1/5
-6 0/1 / -6 = +1
-6 0/1 / -7 = +6/7
-6 0/1 / -8 = +3/4
-6 0/1 / -9 = +2/3
-6 0/2 / +1 = -6
-6 0/2 / +2 = -3
-6 0/2 / +3 = -2
-6 0/2 / +4 = -1 1/2
-6 0/2 / +5 = -1 1/5
-6 0/2 / +6 = -1
-6 0/2 / +7 = -6/7
-6 0/2 / +8 = -3/4
-6 0/2 / +9 = -2/3
-6 0/2 / -1 = +6
-6 0/2 / -2 = +3
-6 0/2 / -3 = +2
-6 0/2 / -4 = +1 1/2
-6 0/2 / -5 = +1 1/5
-6 0/2 / -6 = +1
-6 0/2 / -7 = +6/7
-6 0/2 / -8 = +3/4
-6 0/2 / -9 = +2/3
-6 0/3 / +1 = -6
-6 0/3 / +2 = -3
-6 0/3 / +3 = -2
-6 0/3 / +4 = -1 1/2
-6 0/3 / +5 = -1 1/5
-6 0/3 / +6 = -1
-6 0/3 / +7 = -6/7
-6 0/3 / +8 = -3/4
-6 0/3 / +9 = -2/3
-6 0/3 / -1 = +6
-6 0/3 / -2 = +3
-6 0/3 / -3 = +2
-6 0/3 / -4 = +1 1/2
-6 0/3 / -5 = +1 1/5
-6 0/3 / -6 = +1
-6 0/3 / -7 = +6/7
-6 0/3 / -8 = +3/4
-6 0/3 / -9 = +2/3
-6 0/4 / +1 = -6
-6 0/4 / +2 = -3
-6 0/4 / +3 = -2
-6 0/4 / +4 = -1 1/2
-6 0/4 / +5 = -1 1/5
-6 0/4 / +6 = -1
-6 0/4 / +7 = -6/7
-6 0/4 / +8 = -3/4
-6 0/4 / +9 = -2/3
-6 0/4 / -1 = +6
-6 0/4 / -2 = +3
-6 0/4 / -3 = +2
-6 0/4 / -4 = +1 1/2
-6 0/4 / -5 = +1 1/5
-6 0/4 / -6 = +1
-6 0/4 / -7 = +6/7
-6 0/4 / -8 = +3/4
-6 0/4 / -9 = +2/3
-6 0/5 / +1 = -6
-6 0/5 / +2 = -3
-6 0/5 / +3 = -2
-6 0/5 / +4 = -1 1/2
-6 0/5 / +5 = -1 1/5
-6 0/5 / +6 = -1
-6 0/5 / +7 = -6/7
-6 0/5 / +8 = -3/4
-6 0/5 / +9 = -2/3
-6 0/5 / -1 = +6
-6 0/5 / -2 = +3
-6 0/5 / -3 = +2
-6 0/5 / -4 = +1 1/2
-6 0/5 / -5 = +1 1/5
-6 0/5 / -6 = +1
-6 0/5 / -7 = +6/7
-6 0/5 / -8 = +3/4
-6 0/5 / -9 = +2/3
-6 0/6 / +1 = -6
-6 0/6 / +2 = -3
-6 0/6 / +3 = -2
-6 0/6 / +4 = -1 1/2
-6 0/6 / +5 = -1 1/5
-6 0/6 / +6 = -1
-6 0/6 / +7 = -6/7
-6 0/6 / +8 = -3/4
-6 0/6 / +9 = -2/3
-6 0/6 / -1 = +6
-6 0/6 / -2 = +3
-6 0/6 / -3 = +2
-6 0/6 / -4 = +1 1/2
-6 0/6 / -5 = +1 1/5
-6 0/6 / -6 = +1
-6 0/6 / -7 = +6/7
-6 0/6 / -8 = +3/4
-6 0/6 / -9 = +2/3
-6 0/7 / +1 = -6
-6 0/7 / +2 = -3
-6 0/7 / +3 = -2
-6 0/7 / +4 = -1 1/2
-6 0/7 / +5 = -1 1/5
-6 0/7 / +6 = -1
-6 0/7 / +7 = -6/7
-6 0/7 / +8 = -3/4
-6 0/7 / +9 = -2/3
-6 0/7 / -1 = +6
-6 0/7 / -2 = +3
-6 0/7 / -3 = +2
-6 0/7 / -4 = +1 1/2
-6 0/7 / -5 = +1 1/5
-6 0/7 / -6 = +1
-6 0/7 / -7 = +6/7
-6 0/7 / -8 = +3/4
-6 0/7 / -9 = +2/3
-6 0/8 / +1 = -6
-6 0/8 / +2 = -3
-6 0/8 / +3 = -2
-6 0/8 / +4 = -1 1/2
-6 0/8 / +5 = -1 1/5
-6 0/8 / +6 = -1
-6 0/8 / +7 = -6/7
-6 0/8 / +8 = -3/4
-6 0/8 / +9 = -2/3
-6 0/8 / -1 = +6
-6 0/8 / -2 = +3
-6 0/8 / -3 = +2
-6 0/8 / -4 = +1 1/2
-6 0/8 / -5 = +1 1/5
-6 0/8 / -6 = +1
-6 0/8 / -7 = +6/7
-6 0/8 / -8 = +3/4
-6 0/8 / -9 = +2/3
-6 0/9 / +1 = -6
-6 0/9 / +2 = -3
-6 0/9 / +3 = -2
-6 0/9 / +4 = -1 1/2
-6 0/9 / +5 = -1 1/5
-6 0/9 / +6 = -1
-6 0/9 / +7 = -6/7
-6 0/9 / +8 = -3/4
-6 0/9 / +9 = -2/3
-6 0/9 / -1 = +6
-6 0/9 / -2 = +3
-6 0/9 / -3 = +2
-6 0/9 / -4 = +1 1/2
-6 0/9 / -5 = +1 1/5
-6 0/9 / -6 = +1
-6 0/9 / -7 = +6/7
-6 0/9 / -8 = +3/4
-6 0/9 / -9 = +2/3
-6 1/1 / +1 = -7
-6 1/1 / +2 = -3 1/2
-6 1/1 / +3 = -2 1/3
-6 1/1 / +4 = -1 3/4
-6 1/1 / +5 = -1 2/5
-6 1/1 / +6 = -1 1/6
-6 1/1 / +7 = -1
-6 1/1 / +8 = -7/8
-6 1/1 / +9 = -7/9
-6 1/1 / -1 = +7
-6 1/1 / -2 = +3 1/2
-6 1/1 / -3 = +2 1/3
-6 1/1 / -4 = +1 3/4
-6 1/1 / -5 = +1 2/5
-6 1/1 / -6 = +1 1/6
-6 1/1 / -7 = +1
-6 1/1 / -8 = +7/8
-6 1/1 / -9 = +7/9
-6 1/2 / +1 = -6 1/2
-6 1/2 / +2 = -3 1/4
-6 1/2 / +3 = -2 1/6
-6 1/2 / +4 = -1 5/8
-6 1/2 / +5 = -1 3/10
-6 1/2 / +6 = -1 1/12
-6 1/2 / +7 = -13/14
-6 1/2 / +8 = -13/16
-6 1/2 / +9 = -13/18
-6 1/2 / -1 = +6 1/2
-6 1/2 / -2 = +3 1/4
-6 1/2 / -3 = +2 1/6
-6 1/2 / -4 = +1 5/8
-6 1/2 / -5 = +1 3/10
-6 1/2 / -6 = +1 1/12
-6 1/2 / -7 = +13/14
-6 1/2 / -8 = +13/16
-6 1/2 / -9 = +13/18
-6 1/3 / +1 = -6 1/3
-6 1/3 / +2 = -3 1/6
-6 1/3 / +3 = -2 1/9
-6 1/3 / +4 = -1 7/12
-6 1/3 / +5 = -1 4/15
-6 1/3 / +6 = -1 1/18
-6 1/3 / +7 = -19/21
-6 1/3 / +8 = -19/24
-6 1/3 / +9 = -19/27
-6 1/3 / -1 = +6 1/3
-6 1/3 / -2 = +3 1/6
-6 1/3 / -3 = +2 1/9
-6 1/3 / -4 = +1 7/12
-6 1/3 / -5 = +1 4/15
-6 1/3 / -6 = +1 1/18
-6 1/3 / -7 = +19/21
-6 1/3 / -8 = +19/24
-6 1/3 / -9 = +19/27
-6 1/4 / +1 = -6 1/4
-6 1/4 / +2 = -3 1/8
-6 1/4 / +3 = -2 1/12
-6 1/4 / +4 = -1 9/16
-6 1/4 / +5 = -1 1/4
-6 1/4 / +6 = -1 1/24
-6 1/4 / +7 = -25/28
-6 1/4 / +8 = -25/32
-6 1/4 / +9 = -25/36
-6 1/4 / -1 = +6 1/4
-6 1/4 / -2 = +3 1/8
-6 1/4 / -3 = +2 1/12
-6 1/4 / -4 = +1 9/16
-6 1/4 / -5 = +1 1/4
-6 1/4 / -6 = +1 1/24
-6 1/4 / -7 = +25/28
-6 1/4 / -8 = +25/32
-6 1/4 / -9 = +25/36
-6 1/5 / +1 = -6 1/5
-6 1/5 / +2 = -3 1/10
-6 1/5 / +3 = -2 1/15
-6 1/5 / +4 = -1 11/20
-6 1/5 / +5 = -1 6/25
-6 1/5 / +6 = -1 1/30
-6 1/5 / +7 = -31/35
-6 1/5 / +8 = -31/40
-6 1/5 / +9 = -31/45
-6 1/5 / -1 = +6 1/5
-6 1/5 / -2 = +3 1/10
-6 1/5 / -3 = +2 1/15
-6 1/5 / -4 = +1 11/20
-6 1/5 / -5 = +1 6/25
-6 1/5 / -6 = +1 1/30
-6 1/5 / -7 = +31/35
-6 1/5 / -8 = +31/40
-6 1/5 / -9 = +31/45
-6 1/6 / +1 = -6 1/6
-6 1/6 / +2 = -3 1/12
-6 1/6 / +3 = -2 1/18
-6 1/6 / +4 = -1 13/24
-6 1/6 / +5 = -1 7/30
-6 1/6 / +6 = -1 1/36
-6 1/6 / +7 = -37/42
-6 1/6 / +8 = -37/48
-6 1/6 / +9 = -37/54
-6 1/6 / -1 = +6 1/6
-6 1/6 / -2 = +3 1/12
-6 1/6 / -3 = +2 1/18
-6 1/6 / -4 = +1 13/24
-6 1/6 / -5 = +1 7/30
-6 1/6 / -6 = +1 1/36
-6 1/6 / -7 = +37/42
-6 1/6 / -8 = +37/48
-6 1/6 / -9 = +37/54
-6 1/7 / +1 = -6 1/7
-6 1/7 / +2 = -3 1/14
-6 1/7 / +3 = -2 1/21
-6 1/7 / +4 = -1 15/28
-6 1/7 / +5 = -1 8/35
-6 1/7 / +6 = -1 1/42
-6 1/7 / +7 = -43/49
-6 1/7 / +8 = -43/56
-6 1/7 / +9 = -43/63
-6 1/7 / -1 = +6 1/7
-6 1/7 / -2 = +3 1/14
-6 1/7 / -3 = +2 1/21
-6 1/7 / -4 = +1 15/28
-6 1/7 / -5 = +1 8/35
-6 1/7 / -6 = +1 1/42
-6 1/7 / -7 = +43/49
-6 1/7 / -8 = +43/56
-6 1/7 / -9 = +43/63
-6 1/8 / +1 = -6 1/8
-6 1/8 / +2 = -3 1/16
-6 1/8 / +3 = -2 1/24
-6 1/8 / +4 = -1 17/32
-6 1/8 / +5 = -1 9/40
-6 1/8 / +6 = -1 1/48
-6 1/8 / +7 = -7/8
-6 1/8 / +8 = -49/64
-6 1/8 / +9 = -49/72
-6 1/8 / -1 = +6 1/8
-6 1/8 / -2 = +3 1/16
-6 1/8 / -3 = +2 1/24
-6 1/8 / -4 = +1 17/32
-6 1/8 / -5 = +1 9/40
-6 1/8 / -6 = +1 1/48
-6 1/8 / -7 = +7/8
-6 1/8 / -8 = +49/64
-6 1/8 / -9 = +49/72
-6 1/9 / +1 = -6 1/9
-6 1/9 / +2 = -3 1/18
-6 1/9 / +3 = -2 1/27
-6 1/9 / +4 = -1 19/36
-6 1/9 / +5 = -1 2/9
-6 1/9 / +6 = -1 1/54
