Iterações entre number1 / number2: 32400
-7 / +5 1/2 = -1 3/11
-7 / +5 1/3 = -1 5/16
-7 / +5 1/4 = -1 1/3
-7 / +5 1/5 = -1 9/26
-7 / +5 1/6 = -1 11/31
-7 / +5 1/7 = -1 13/36
-7 / +5 1/8 = -1 15/41
-7 / +5 1/9 = -1 17/46
-7 / +5 2/1 = -1
-7 / +5 2/2 = -1 1/6
-7 / +5 2/3 = -1 4/17
-7 / +5 2/4 = -1 3/11
-7 / +5 2/5 = -1 8/27
-7 / +5 2/6 = -1 5/16
-7 / +5 2/7 = -1 12/37
-7 / +5 2/8 = -1 1/3
-7 / +5 2/9 = -1 16/47
-7 / +5 3/1 = -7/8
-7 / +5 3/2 = -1 1/13
-7 / +5 3/3 = -1 1/6
-7 / +5 3/4 = -1 5/23
-7 / +5 3/5 = -1 1/4
-7 / +5 3/6 = -1 3/11
-7 / +5 3/7 = -1 11/38
-7 / +5 3/8 = -1 13/43
-7 / +5 3/9 = -1 5/16
-7 / +5 4/1 = -7/9
-7 / +5 4/2 = -1
-7 / +5 4/3 = -1 2/19
-7 / +5 4/4 = -1 1/6
-7 / +5 4/5 = -1 6/29
-7 / +5 4/6 = -1 4/17
-7 / +5 4/7 = -1 10/39
-7 / +5 4/8 = -1 3/11
-7 / +5 4/9 = -1 2/7
-7 / +5 5/1 = -7/10
-7 / +5 5/2 = -14/15
-7 / +5 5/3 = -1 1/20
-7 / +5 5/4 = -1 3/25
-7 / +5 5/5 = -1 1/6
-7 / +5 5/6 = -1 1/5
-7 / +5 5/7 = -1 9/40
-7 / +5 5/8 = -1 11/45
-7 / +5 5/9 = -1 13/50
-7 / +5 6/1 = -7/11
-7 / +5 6/2 = -7/8
-7 / +5 6/3 = -1
-7 / +5 6/4 = -1 1/13
-7 / +5 6/5 = -1 4/31
-7 / +5 6/6 = -1 1/6
-7 / +5 6/7 = -1 8/41
-7 / +5 6/8 = -1 5/23
-7 / +5 6/9 = -1 4/17
-7 / +5 7/1 = -7/12
-7 / +5 7/2 = -14/17
-7 / +5 7/3 = -21/22
-7 / +5 7/4 = -1 1/27
-7 / +5 7/5 = -1 3/32
-7 / +5 7/6 = -1 5/37
-7 / +5 7/7 = -1 1/6
-7 / +5 7/8 = -1 9/47
-7 / +5 7/9 = -1 11/52
-7 / +5 8/1 = -7/13
-7 / +5 8/2 = -7/9
-7 / +5 8/3 = -21/23
-7 / +5 8/4 = -1
-7 / +5 8/5 = -1 2/33
-7 / +5 8/6 = -1 2/19
-7 / +5 8/7 = -1 6/43
-7 / +5 8/8 = -1 1/6
-7 / +5 8/9 = -1 10/53
-7 / +5 9/1 = -1/2
-7 / +5 9/2 = -14/19
-7 / +5 9/3 = -7/8
-7 / +5 9/4 = -28/29
-7 / +5 9/5 = -1 1/34
-7 / +5 9/6 = -1 1/13
-7 / +5 9/7 = -1 5/44
-7 / +5 9/8 = -1 1/7
-7 / +5 9/9 = -1 1/6
-7 / +6 0/1 = -1 1/6
-7 / +6 0/2 = -1 1/6
-7 / +6 0/3 = -1 1/6
-7 / +6 0/4 = -1 1/6
-7 / +6 0/5 = -1 1/6
-7 / +6 0/6 = -1 1/6
-7 / +6 0/7 = -1 1/6
-7 / +6 0/8 = -1 1/6
-7 / +6 0/9 = -1 1/6
-7 / +6 1/1 = -1
-7 / +6 1/2 = -1 1/13
-7 / +6 1/3 = -1 2/19
-7 / +6 1/4 = -1 3/25
-7 / +6 1/5 = -1 4/31
-7 / +6 1/6 = -1 5/37
-7 / +6 1/7 = -1 6/43
-7 / +6 1/8 = -1 1/7
-7 / +6 1/9 = -1 8/55
-7 / +6 2/1 = -7/8
-7 / +6 2/2 = -1
-7 / +6 2/3 = -1 1/20
-7 / +6 2/4 = -1 1/13
-7 / +6 2/5 = -1 3/32
-7 / +6 2/6 = -1 2/19
-7 / +6 2/7 = -1 5/44
-7 / +6 2/8 = -1 3/25
-7 / +6 2/9 = -1 1/8
-7 / +6 3/1 = -7/9
-7 / +6 3/2 = -14/15
-7 / +6 3/3 = -1
-7 / +6 3/4 = -1 1/27
-7 / +6 3/5 = -1 2/33
-7 / +6 3/6 = -1 1/13
-7 / +6 3/7 = -1 4/45
-7 / +6 3/8 = -1 5/51
-7 / +6 3/9 = -1 2/19
-7 / +6 4/1 = -7/10
-7 / +6 4/2 = -7/8
-7 / +6 4/3 = -21/22
-7 / +6 4/4 = -1
-7 / +6 4/5 = -1 1/34
-7 / +6 4/6 = -1 1/20
-7 / +6 4/7 = -1 3/46
-7 / +6 4/8 = -1 1/13
-7 / +6 4/9 = -1 5/58
-7 / +6 5/1 = -7/11
-7 / +6 5/2 = -14/17
-7 / +6 5/3 = -21/23
-7 / +6 5/4 = -28/29
-7 / +6 5/5 = -1
-7 / +6 5/6 = -1 1/41
-7 / +6 5/7 = -1 2/47
-7 / +6 5/8 = -1 3/53
-7 / +6 5/9 = -1 4/59
-7 / +6 6/1 = -7/12
-7 / +6 6/2 = -7/9
-7 / +6 6/3 = -7/8
-7 / +6 6/4 = -14/15
-7 / +6 6/5 = -35/36
-7 / +6 6/6 = -1
-7 / +6 6/7 = -1 1/48
-7 / +6 6/8 = -1 1/27
-7 / +6 6/9 = -1 1/20
-7 / +6 7/1 = -7/13
-7 / +6 7/2 = -14/19
-7 / +6 7/3 = -21/25
-7 / +6 7/4 = -28/31
-7 / +6 7/5 = -35/37
-7 / +6 7/6 = -42/43
-7 / +6 7/7 = -1
-7 / +6 7/8 = -1 1/55
-7 / +6 7/9 = -1 2/61
-7 / +6 8/1 = -1/2
-7 / +6 8/2 = -7/10
-7 / +6 8/3 = -21/26
-7 / +6 8/4 = -7/8
-7 / +6 8/5 = -35/38
-7 / +6 8/6 = -21/22
-7 / +6 8/7 = -49/50
-7 / +6 8/8 = -1
-7 / +6 8/9 = -1 1/62
-7 / +6 9/1 = -7/15
-7 / +6 9/2 = -2/3
-7 / +6 9/3 = -7/9
-7 / +6 9/4 = -28/33
-7 / +6 9/5 = -35/39
-7 / +6 9/6 = -14/15
-7 / +6 9/7 = -49/51
-7 / +6 9/8 = -56/57
-7 / +6 9/9 = -1
-7 / +7 0/1 = -1
-7 / +7 0/2 = -1
-7 / +7 0/3 = -1
-7 / +7 0/4 = -1
-7 / +7 0/5 = -1
-7 / +7 0/6 = -1
-7 / +7 0/7 = -1
-7 / +7 0/8 = -1
-7 / +7 0/9 = -1
-7 / +7 1/1 = -7/8
-7 / +7 1/2 = -14/15
-7 / +7 1/3 = -21/22
-7 / +7 1/4 = -28/29
-7 / +7 1/5 = -35/36
-7 / +7 1/6 = -42/43
-7 / +7 1/7 = -49/50
-7 / +7 1/8 = -56/57
-7 / +7 1/9 = -63/64
-7 / +7 2/1 = -7/9
-7 / +7 2/2 = -7/8
-7 / +7 2/3 = -21/23
-7 / +7 2/4 = -14/15
-7 / +7 2/5 = -35/37
-7 / +7 2/6 = -21/22
-7 / +7 2/7 = -49/51
-7 / +7 2/8 = -28/29
-7 / +7 2/9 = -63/65
-7 / +7 3/1 = -7/10
-7 / +7 3/2 = -14/17
-7 / +7 3/3 = -7/8
-7 / +7 3/4 = -28/31
-7 / +7 3/5 = -35/38
-7 / +7 3/6 = -14/15
-7 / +7 3/7 = -49/52
-7 / +7 3/8 = -56/59
-7 / +7 3/9 = -21/22
-7 / +7 4/1 = -7/11
-7 / +7 4/2 = -7/9
-7 / +7 4/3 = -21/25
-7 / +7 4/4 = -7/8
-7 / +7 4/5 = -35/39
-7 / +7 4/6 = -21/23
-7 / +7 4/7 = -49/53
-7 / +7 4/8 = -14/15
-7 / +7 4/9 = -63/67
-7 / +7 5/1 = -7/12
-7 / +7 5/2 = -14/19
-7 / +7 5/3 = -21/26
-7 / +7 5/4 = -28/33
-7 / +7 5/5 = -7/8
-7 / +7 5/6 = -42/47
-7 / +7 5/7 = -49/54
-7 / +7 5/8 = -56/61
-7 / +7 5/9 = -63/68
-7 / +7 6/1 = -7/13
-7 / +7 6/2 = -7/10
-7 / +7 6/3 = -7/9
-7 / +7 6/4 = -14/17
-7 / +7 6/5 = -35/41
-7 / +7 6/6 = -7/8
-7 / +7 6/7 = -49/55
-7 / +7 6/8 = -28/31
-7 / +7 6/9 = -21/23
-7 / +7 7/1 = -1/2
-7 / +7 7/2 = -2/3
-7 / +7 7/3 = -3/4
-7 / +7 7/4 = -4/5
-7 / +7 7/5 = -5/6
-7 / +7 7/6 = -6/7
-7 / +7 7/7 = -7/8
-7 / +7 7/8 = -8/9
-7 / +7 7/9 = -9/10
-7 / +7 8/1 = -7/15
-7 / +7 8/2 = -7/11
-7 / +7 8/3 = -21/29
-7 / +7 8/4 = -7/9
-7 / +7 8/5 = -35/43
-7 / +7 8/6 = -21/25
-7 / +7 8/7 = -49/57
-7 / +7 8/8 = -7/8
-7 / +7 8/9 = -63/71
-7 / +7 9/1 = -7/16
-7 / +7 9/2 = -14/23
-7 / +7 9/3 = -7/10
-7 / +7 9/4 = -28/37
-7 / +7 9/5 = -35/44
-7 / +7 9/6 = -14/17
-7 / +7 9/7 = -49/58
-7 / +7 9/8 = -56/65
-7 / +7 9/9 = -7/8
-7 / +8 0/1 = -7/8
-7 / +8 0/2 = -7/8
-7 / +8 0/3 = -7/8
-7 / +8 0/4 = -7/8
-7 / +8 0/5 = -7/8
-7 / +8 0/6 = -7/8
-7 / +8 0/7 = -7/8
-7 / +8 0/8 = -7/8
-7 / +8 0/9 = -7/8
-7 / +8 1/1 = -7/9
-7 / +8 1/2 = -14/17
-7 / +8 1/3 = -21/25
-7 / +8 1/4 = -28/33
-7 / +8 1/5 = -35/41
-7 / +8 1/6 = -6/7
-7 / +8 1/7 = -49/57
-7 / +8 1/8 = -56/65
-7 / +8 1/9 = -63/73
-7 / +8 2/1 = -7/10
-7 / +8 2/2 = -7/9
-7 / +8 2/3 = -21/26
-7 / +8 2/4 = -14/17
-7 / +8 2/5 = -5/6
-7 / +8 2/6 = -21/25
-7 / +8 2/7 = -49/58
-7 / +8 2/8 = -28/33
-7 / +8 2/9 = -63/74
-7 / +8 3/1 = -7/11
-7 / +8 3/2 = -14/19
-7 / +8 3/3 = -7/9
-7 / +8 3/4 = -4/5
-7 / +8 3/5 = -35/43
-7 / +8 3/6 = -14/17
-7 / +8 3/7 = -49/59
-7 / +8 3/8 = -56/67
-7 / +8 3/9 = -21/25
-7 / +8 4/1 = -7/12
-7 / +8 4/2 = -7/10
-7 / +8 4/3 = -3/4
-7 / +8 4/4 = -7/9
-7 / +8 4/5 = -35/44
-7 / +8 4/6 = -21/26
-7 / +8 4/7 = -49/60
-7 / +8 4/8 = -14/17
-7 / +8 4/9 = -63/76
-7 / +8 5/1 = -7/13
-7 / +8 5/2 = -2/3
-7 / +8 5/3 = -21/29
-7 / +8 5/4 = -28/37
-7 / +8 5/5 = -7/9
-7 / +8 5/6 = -42/53
-7 / +8 5/7 = -49/61
-7 / +8 5/8 = -56/69
-7 / +8 5/9 = -9/11
-7 / +8 6/1 = -1/2
-7 / +8 6/2 = -7/11
-7 / +8 6/3 = -7/10
-7 / +8 6/4 = -14/19
-7 / +8 6/5 = -35/46
-7 / +8 6/6 = -7/9
-7 / +8 6/7 = -49/62
-7 / +8 6/8 = -4/5
-7 / +8 6/9 = -21/26
-7 / +8 7/1 = -7/15
-7 / +8 7/2 = -14/23
-7 / +8 7/3 = -21/31
-7 / +8 7/4 = -28/39
-7 / +8 7/5 = -35/47
-7 / +8 7/6 = -42/55
-7 / +8 7/7 = -7/9
-7 / +8 7/8 = -56/71
-7 / +8 7/9 = -63/79
-7 / +8 8/1 = -7/16
-7 / +8 8/2 = -7/12
-7 / +8 8/3 = -21/32
-7 / +8 8/4 = -7/10
-7 / +8 8/5 = -35/48
-7 / +8 8/6 = -3/4
-7 / +8 8/7 = -49/64
-7 / +8 8/8 = -7/9
-7 / +8 8/9 = -63/80
-7 / +8 9/1 = -7/17
-7 / +8 9/2 = -14/25
-7 / +8 9/3 = -7/11
-7 / +8 9/4 = -28/41
-7 / +8 9/5 = -5/7
-7 / +8 9/6 = -14/19
-7 / +8 9/7 = -49/65
-7 / +8 9/8 = -56/73
-7 / +8 9/9 = -7/9
-7 / +9 0/1 = -7/9
-7 / +9 0/2 = -7/9
-7 / +9 0/3 = -7/9
-7 / +9 0/4 = -7/9
-7 / +9 0/5 = -7/9
-7 / +9 0/6 = -7/9
-7 / +9 0/7 = -7/9
-7 / +9 0/8 = -7/9
-7 / +9 0/9 = -7/9
-7 / +9 1/1 = -7/10
-7 / +9 1/2 = -14/19
-7 / +9 1/3 = -3/4
-7 / +9 1/4 = -28/37
-7 / +9 1/5 = -35/46
-7 / +9 1/6 = -42/55
-7 / +9 1/7 = -49/64
-7 / +9 1/8 = -56/73
-7 / +9 1/9 = -63/82
-7 / +9 2/1 = -7/11
-7 / +9 2/2 = -7/10
-7 / +9 2/3 = -21/29
-7 / +9 2/4 = -14/19
-7 / +9 2/5 = -35/47
-7 / +9 2/6 = -3/4
-7 / +9 2/7 = -49/65
-7 / +9 2/8 = -28/37
-7 / +9 2/9 = -63/83
-7 / +9 3/1 = -7/12
-7 / +9 3/2 = -2/3
-7 / +9 3/3 = -7/10
-7 / +9 3/4 = -28/39
-7 / +9 3/5 = -35/48
-7 / +9 3/6 = -14/19
-7 / +9 3/7 = -49/66
-7 / +9 3/8 = -56/75
-7 / +9 3/9 = -3/4
-7 / +9 4/1 = -7/13
-7 / +9 4/2 = -7/11
-7 / +9 4/3 = -21/31
-7 / +9 4/4 = -7/10
-7 / +9 4/5 = -5/7
-7 / +9 4/6 = -21/29
-7 / +9 4/7 = -49/67
-7 / +9 4/8 = -14/19
-7 / +9 4/9 = -63/85
-7 / +9 5/1 = -1/2
-7 / +9 5/2 = -14/23
-7 / +9 5/3 = -21/32
-7 / +9 5/4 = -28/41
-7 / +9 5/5 = -7/10
-7 / +9 5/6 = -42/59
-7 / +9 5/7 = -49/68
-7 / +9 5/8 = -8/11
-7 / +9 5/9 = -63/86
-7 / +9 6/1 = -7/15
-7 / +9 6/2 = -7/12
-7 / +9 6/3 = -7/11
-7 / +9 6/4 = -2/3
-7 / +9 6/5 = -35/51
-7 / +9 6/6 = -7/10
-7 / +9 6/7 = -49/69
-7 / +9 6/8 = -28/39
-7 / +9 6/9 = -21/29
-7 / +9 7/1 = -7/16
-7 / +9 7/2 = -14/25
-7 / +9 7/3 = -21/34
-7 / +9 7/4 = -28/43
-7 / +9 7/5 = -35/52
-7 / +9 7/6 = -42/61
-7 / +9 7/7 = -7/10
-7 / +9 7/8 = -56/79
-7 / +9 7/9 = -63/88
-7 / +9 8/1 = -7/17
-7 / +9 8/2 = -7/13
-7 / +9 8/3 = -3/5
-7 / +9 8/4 = -7/11
-7 / +9 8/5 = -35/53
-7 / +9 8/6 = -21/31
-7 / +9 8/7 = -49/71
-7 / +9 8/8 = -7/10
-7 / +9 8/9 = -63/89
-7 / +9 9/1 = -7/18
-7 / +9 9/2 = -14/27
-7 / +9 9/3 = -7/12
-7 / +9 9/4 = -28/45
-7 / +9 9/5 = -35/54
-7 / +9 9/6 = -2/3
-7 / +9 9/7 = -49/72
-7 / +9 9/8 = -56/81
-7 / +9 9/9 = -7/10
-7 / -1 0/1 = +7
-7 / -1 0/2 = +7
-7 / -1 0/3 = +7
-7 / -1 0/4 = +7
-7 / -1 0/5 = +7
-7 / -1 0/6 = +7
-7 / -1 0/7 = +7
-7 / -1 0/8 = +7
-7 / -1 0/9 = +7
-7 / -1 1/1 = +3 1/2
-7 / -1 1/2 = +4 2/3
-7 / -1 1/3 = +5 1/4
-7 / -1 1/4 = +5 3/5
-7 / -1 1/5 = +5 5/6
-7 / -1 1/6 = +6
-7 / -1 1/7 = +6 1/8
-7 / -1 1/8 = +6 2/9
-7 / -1 1/9 = +6 3/10
-7 / -1 2/1 = +2 1/3
-7 / -1 2/2 = +3 1/2
-7 / -1 2/3 = +4 1/5
-7 / -1 2/4 = +4 2/3
-7 / -1 2/5 = +5
-7 / -1 2/6 = +5 1/4
-7 / -1 2/7 = +5 4/9
-7 / -1 2/8 = +5 3/5
-7 / -1 2/9 = +5 8/11
-7 / -1 3/1 = +1 3/4
-7 / -1 3/2 = +2 4/5
-7 / -1 3/3 = +3 1/2
-7 / -1 3/4 = +4
-7 / -1 3/5 = +4 3/8
-7 / -1 3/6 = +4 2/3
-7 / -1 3/7 = +4 9/10
-7 / -1 3/8 = +5 1/11
-7 / -1 3/9 = +5 1/4
-7 / -1 4/1 = +1 2/5
-7 / -1 4/2 = +2 1/3
-7 / -1 4/3 = +3
-7 / -1 4/4 = +3 1/2
-7 / -1 4/5 = +3 8/9
-7 / -1 4/6 = +4 1/5
-7 / -1 4/7 = +4 5/11
-7 / -1 4/8 = +4 2/3
-7 / -1 4/9 = +4 11/13
-7 / -1 5/1 = +1 1/6
-7 / -1 5/2 = +2
-7 / -1 5/3 = +2 5/8
-7 / -1 5/4 = +3 1/9
-7 / -1 5/5 = +3 1/2
-7 / -1 5/6 = +3 9/11
-7 / -1 5/7 = +4 1/12
-7 / -1 5/8 = +4 4/13
-7 / -1 5/9 = +4 1/2
-7 / -1 6/1 = +1
-7 / -1 6/2 = +1 3/4
-7 / -1 6/3 = +2 1/3
-7 / -1 6/4 = +2 4/5
-7 / -1 6/5 = +3 2/11
-7 / -1 6/6 = +3 1/2
-7 / -1 6/7 = +3 10/13
-7 / -1 6/8 = +4
-7 / -1 6/9 = +4 1/5
-7 / -1 7/1 = +7/8
-7 / -1 7/2 = +1 5/9
-7 / -1 7/3 = +2 1/10
-7 / -1 7/4 = +2 6/11
-7 / -1 7/5 = +2 11/12
-7 / -1 7/6 = +3 3/13
-7 / -1 7/7 = +3 1/2
-7 / -1 7/8 = +3 11/15
-7 / -1 7/9 = +3 15/16
-7 / -1 8/1 = +7/9
-7 / -1 8/2 = +1 2/5
-7 / -1 8/3 = +1 10/11
-7 / -1 8/4 = +2 1/3
-7 / -1 8/5 = +2 9/13
-7 / -1 8/6 = +3
-7 / -1 8/7 = +3 4/15
-7 / -1 8/8 = +3 1/2
-7 / -1 8/9 = +3 12/17
-7 / -1 9/1 = +7/10
-7 / -1 9/2 = +1 3/11
-7 / -1 9/3 = +1 3/4
-7 / -1 9/4 = +2 2/13
-7 / -1 9/5 = +2 1/2
-7 / -1 9/6 = +2 4/5
-7 / -1 9/7 = +3 1/16
-7 / -1 9/8 = +3 5/17
-7 / -1 9/9 = +3 1/2
-7 / -2 0/1 = +3 1/2
-7 / -2 0/2 = +3 1/2
-7 / -2 0/3 = +3 1/2
-7 / -2 0/4 = +3 1/2
-7 / -2 0/5 = +3 1/2
-7 / -2 0/6 = +3 1/2
-7 / -2 0/7 = +3 1/2
-7 / -2 0/8 = +3 1/2
-7 / -2 0/9 = +3 1/2
-7 / -2 1/1 = +2 1/3
-7 / -2 1/2 = +2 4/5
-7 / -2 1/3 = +3
-7 / -2 1/4 = +3 1/9
-7 / -2 1/5 = +3 2/11
-7 / -2 1/6 = +3 3/13
-7 / -2 1/7 = +3 4/15
-7 / -2 1/8 = +3 5/17
-7 / -2 1/9 = +3 6/19
-7 / -2 2/1 = +1 3/4
-7 / -2 2/2 = +2 1/3
-7 / -2 2/3 = +2 5/8
-7 / -2 2/4 = +2 4/5
-7 / -2 2/5 = +2 11/12
-7 / -2 2/6 = +3
-7 / -2 2/7 = +3 1/16
-7 / -2 2/8 = +3 1/9
-7 / -2 2/9 = +3 3/20
-7 / -2 3/1 = +1 2/5
-7 / -2 3/2 = +2
-7 / -2 3/3 = +2 1/3
-7 / -2 3/4 = +2 6/11
-7 / -2 3/5 = +2 9/13
-7 / -2 3/6 = +2 4/5
-7 / -2 3/7 = +2 15/17
-7 / -2 3/8 = +2 18/19
-7 / -2 3/9 = +3
-7 / -2 4/1 = +1 1/6
-7 / -2 4/2 = +1 3/4
-7 / -2 4/3 = +2 1/10
-7 / -2 4/4 = +2 1/3
-7 / -2 4/5 = +2 1/2
-7 / -2 4/6 = +2 5/8
-7 / -2 4/7 = +2 13/18
-7 / -2 4/8 = +2 4/5
-7 / -2 4/9 = +2 19/22
-7 / -2 5/1 = +1
-7 / -2 5/2 = +1 5/9
-7 / -2 5/3 = +1 10/11
-7 / -2 5/4 = +2 2/13
-7 / -2 5/5 = +2 1/3
-7 / -2 5/6 = +2 8/17
-7 / -2 5/7 = +2 11/19
-7 / -2 5/8 = +2 2/3
-7 / -2 5/9 = +2 17/23
-7 / -2 6/1 = +7/8
-7 / -2 6/2 = +1 2/5
-7 / -2 6/3 = +1 3/4
-7 / -2 6/4 = +2
-7 / -2 6/5 = +2 3/16
-7 / -2 6/6 = +2 1/3
-7 / -2 6/7 = +2 9/20
-7 / -2 6/8 = +2 6/11
-7 / -2 6/9 = +2 5/8
-7 / -2 7/1 = +7/9
-7 / -2 7/2 = +1 3/11
-7 / -2 7/3 = +1 8/13
-7 / -2 7/4 = +1 13/15
-7 / -2 7/5 = +2 1/17
-7 / -2 7/6 = +2 4/19
-7 / -2 7/7 = +2 1/3
-7 / -2 7/8 = +2 10/23
-7 / -2 7/9 = +2 13/25
-7 / -2 8/1 = +7/10
-7 / -2 8/2 = +1 1/6
-7 / -2 8/3 = +1 1/2
-7 / -2 8/4 = +1 3/4
-7 / -2 8/5 = +1 17/18
-7 / -2 8/6 = +2 1/10
-7 / -2 8/7 = +2 5/22
-7 / -2 8/8 = +2 1/3
-7 / -2 8/9 = +2 11/26
-7 / -2 9/1 = +7/11
-7 / -2 9/2 = +1 1/13
-7 / -2 9/3 = +1 2/5
-7 / -2 9/4 = +1 11/17
-7 / -2 9/5 = +1 16/19
-7 / -2 9/6 = +2
-7 / -2 9/7 = +2 3/23
-7 / -2 9/8 = +2 6/25
-7 / -2 9/9 = +2 1/3
-7 / -3 0/1 = +2 1/3
-7 / -3 0/2 = +2 1/3
-7 / -3 0/3 = +2 1/3
-7 / -3 0/4 = +2 1/3
-7 / -3 0/5 = +2 1/3
-7 / -3 0/6 = +2 1/3
-7 / -3 0/7 = +2 1/3
-7 / -3 0/8 = +2 1/3
-7 / -3 0/9 = +2 1/3
-7 / -3 1/1 = +1 3/4
-7 / -3 1/2 = +2
-7 / -3 1/3 = +2 1/10
-7 / -3 1/4 = +2 2/13
-7 / -3 1/5 = +2 3/16
-7 / -3 1/6 = +2 4/19
-7 / -3 1/7 = +2 5/22
-7 / -3 1/8 = +2 6/25
-7 / -3 1/9 = +2 1/4
-7 / -3 2/1 = +1 2/5
-7 / -3 2/2 = +1 3/4
-7 / -3 2/3 = +1 10/11
-7 / -3 2/4 = +2
-7 / -3 2/5 = +2 1/17
-7 / -3 2/6 = +2 1/10
-7 / -3 2/7 = +2 3/23
-7 / -3 2/8 = +2 2/13
-7 / -3 2/9 = +2 5/29
-7 / -3 3/1 = +1 1/6
-7 / -3 3/2 = +1 5/9
-7 / -3 3/3 = +1 3/4
-7 / -3 3/4 = +1 13/15
-7 / -3 3/5 = +1 17/18
-7 / -3 3/6 = +2
-7 / -3 3/7 = +2 1/24
-7 / -3 3/8 = +2 2/27
-7 / -3 3/9 = +2 1/10
-7 / -3 4/1 = +1
-7 / -3 4/2 = +1 2/5
-7 / -3 4/3 = +1 8/13
-7 / -3 4/4 = +1 3/4
-7 / -3 4/5 = +1 16/19
-7 / -3 4/6 = +1 10/11
-7 / -3 4/7 = +1 24/25
-7 / -3 4/8 = +2
-7 / -3 4/9 = +2 1/31
-7 / -3 5/1 = +7/8
-7 / -3 5/2 = +1 3/11
-7 / -3 5/3 = +1 1/2
-7 / -3 5/4 = +1 11/17
-7 / -3 5/5 = +1 3/4
-7 / -3 5/6 = +1 19/23
-7 / -3 5/7 = +1 23/26
-7 / -3 5/8 = +1 27/29
-7 / -3 5/9 = +1 31/32
-7 / -3 6/1 = +7/9
-7 / -3 6/2 = +1 1/6
-7 / -3 6/3 = +1 2/5
-7 / -3 6/4 = +1 5/9
-7 / -3 6/5 = +1 2/3
-7 / -3 6/6 = +1 3/4
-7 / -3 6/7 = +1 22/27
-7 / -3 6/8 = +1 13/15
-7 / -3 6/9 = +1 10/11
-7 / -3 7/1 = +7/10
-7 / -3 7/2 = +1 1/13
-7 / -3 7/3 = +1 5/16
-7 / -3 7/4 = +1 9/19
-7 / -3 7/5 = +1 13/22
-7 / -3 7/6 = +1 17/25
-7 / -3 7/7 = +1 3/4
-7 / -3 7/8 = +1 25/31
-7 / -3 7/9 = +1 29/34
-7 / -3 8/1 = +7/11
-7 / -3 8/2 = +1
-7 / -3 8/3 = +1 4/17
-7 / -3 8/4 = +1 2/5
-7 / -3 8/5 = +1 12/23
-7 / -3 8/6 = +1 8/13
-7 / -3 8/7 = +1 20/29
-7 / -3 8/8 = +1 3/4
-7 / -3 8/9 = +1 4/5
-7 / -3 9/1 = +7/12
-7 / -3 9/2 = +14/15
-7 / -3 9/3 = +1 1/6
-7 / -3 9/4 = +1 1/3
-7 / -3 9/5 = +1 11/24
-7 / -3 9/6 = +1 5/9
-7 / -3 9/7 = +1 19/30
-7 / -3 9/8 = +1 23/33
-7 / -3 9/9 = +1 3/4
-7 / -4 0/1 = +1 3/4
-7 / -4 0/2 = +1 3/4
-7 / -4 0/3 = +1 3/4
-7 / -4 0/4 = +1 3/4
-7 / -4 0/5 = +1 3/4
-7 / -4 0/6 = +1 3/4
-7 / -4 0/7 = +1 3/4
-7 / -4 0/8 = +1 3/4
-7 / -4 0/9 = +1 3/4
-7 / -4 1/1 = +1 2/5
-7 / -4 1/2 = +1 5/9
-7 / -4 1/3 = +1 8/13
-7 / -4 1/4 = +1 11/17
-7 / -4 1/5 = +1 2/3
-7 / -4 1/6 = +1 17/25
-7 / -4 1/7 = +1 20/29
-7 / -4 1/8 = +1 23/33
-7 / -4 1/9 = +1 26/37
-7 / -4 2/1 = +1 1/6
-7 / -4 2/2 = +1 2/5
-7 / -4 2/3 = +1 1/2
-7 / -4 2/4 = +1 5/9
-7 / -4 2/5 = +1 13/22
-7 / -4 2/6 = +1 8/13
-7 / -4 2/7 = +1 19/30
-7 / -4 2/8 = +1 11/17
-7 / -4 2/9 = +1 25/38
-7 / -4 3/1 = +1
-7 / -4 3/2 = +1 3/11
-7 / -4 3/3 = +1 2/5
-7 / -4 3/4 = +1 9/19
-7 / -4 3/5 = +1 12/23
-7 / -4 3/6 = +1 5/9
-7 / -4 3/7 = +1 18/31
-7 / -4 3/8 = +1 3/5
-7 / -4 3/9 = +1 8/13
-7 / -4 4/1 = +7/8
-7 / -4 4/2 = +1 1/6
-7 / -4 4/3 = +1 5/16
-7 / -4 4/4 = +1 2/5
-7 / -4 4/5 = +1 11/24
-7 / -4 4/6 = +1 1/2
-7 / -4 4/7 = +1 17/32
-7 / -4 4/8 = +1 5/9
-7 / -4 4/9 = +1 23/40
-7 / -4 5/1 = +7/9
-7 / -4 5/2 = +1 1/13
-7 / -4 5/3 = +1 4/17
-7 / -4 5/4 = +1 1/3
-7 / -4 5/5 = +1 2/5
-7 / -4 5/6 = +1 13/29
-7 / -4 5/7 = +1 16/33
-7 / -4 5/8 = +1 19/37
-7 / -4 5/9 = +1 22/41
-7 / -4 6/1 = +7/10
-7 / -4 6/2 = +1
-7 / -4 6/3 = +1 1/6
-7 / -4 6/4 = +1 3/11
-7 / -4 6/5 = +1 9/26
-7 / -4 6/6 = +1 2/5
-7 / -4 6/7 = +1 15/34
-7 / -4 6/8 = +1 9/19
-7 / -4 6/9 = +1 1/2
-7 / -4 7/1 = +7/11
-7 / -4 7/2 = +14/15
-7 / -4 7/3 = +1 2/19
-7 / -4 7/4 = +1 5/23
-7 / -4 7/5 = +1 8/27
-7 / -4 7/6 = +1 11/31
-7 / -4 7/7 = +1 2/5
-7 / -4 7/8 = +1 17/39
-7 / -4 7/9 = +1 20/43
