Iterações entre number1 * number2: 36000
-6 4/6 * +4 = -26 2/3
-6 4/6 * +5 = -33 1/3
-6 4/6 * +6 = -40
-6 4/6 * +7 = -46 2/3
-6 4/6 * +8 = -53 1/3
-6 4/6 * +9 = -60
-6 4/6 * -0 = +0
-6 4/6 * -1 = +6 2/3
-6 4/6 * -2 = +13 1/3
-6 4/6 * -3 = +20
-6 4/6 * -4 = +26 2/3
-6 4/6 * -5 = +33 1/3
-6 4/6 * -6 = +40
-6 4/6 * -7 = +46 2/3
-6 4/6 * -8 = +53 1/3
-6 4/6 * -9 = +60
-6 4/7 * +0 = +0
-6 4/7 * +1 = -6 4/7
-6 4/7 * +2 = -13 1/7
-6 4/7 * +3 = -19 5/7
-6 4/7 * +4 = -26 2/7
-6 4/7 * +5 = -32 6/7
-6 4/7 * +6 = -39 3/7
-6 4/7 * +7 = -46
-6 4/7 * +8 = -52 4/7
-6 4/7 * +9 = -59 1/7
-6 4/7 * -0 = +0
-6 4/7 * -1 = +6 4/7
-6 4/7 * -2 = +13 1/7
-6 4/7 * -3 = +19 5/7
-6 4/7 * -4 = +26 2/7
-6 4/7 * -5 = +32 6/7
-6 4/7 * -6 = +39 3/7
-6 4/7 * -7 = +46
-6 4/7 * -8 = +52 4/7
-6 4/7 * -9 = +59 1/7
-6 4/8 * +0 = +0
-6 4/8 * +1 = -6 1/2
-6 4/8 * +2 = -13
-6 4/8 * +3 = -19 1/2
-6 4/8 * +4 = -26
-6 4/8 * +5 = -32 1/2
-6 4/8 * +6 = -39
-6 4/8 * +7 = -45 1/2
-6 4/8 * +8 = -52
-6 4/8 * +9 = -58 1/2
-6 4/8 * -0 = +0
-6 4/8 * -1 = +6 1/2
-6 4/8 * -2 = +13
-6 4/8 * -3 = +19 1/2
-6 4/8 * -4 = +26
-6 4/8 * -5 = +32 1/2
-6 4/8 * -6 = +39
-6 4/8 * -7 = +45 1/2
-6 4/8 * -8 = +52
-6 4/8 * -9 = +58 1/2
-6 4/9 * +0 = +0
-6 4/9 * +1 = -6 4/9
-6 4/9 * +2 = -12 8/9
-6 4/9 * +3 = -19 1/3
-6 4/9 * +4 = -25 7/9
-6 4/9 * +5 = -32 2/9
-6 4/9 * +6 = -38 2/3
-6 4/9 * +7 = -45 1/9
-6 4/9 * +8 = -51 5/9
-6 4/9 * +9 = -58
-6 4/9 * -0 = +0
-6 4/9 * -1 = +6 4/9
-6 4/9 * -2 = +12 8/9
-6 4/9 * -3 = +19 1/3
-6 4/9 * -4 = +25 7/9
-6 4/9 * -5 = +32 2/9
-6 4/9 * -6 = +38 2/3
-6 4/9 * -7 = +45 1/9
-6 4/9 * -8 = +51 5/9
-6 4/9 * -9 = +58
-6 5/1 * +0 = +0
-6 5/1 * +1 = -11
-6 5/1 * +2 = -22
-6 5/1 * +3 = -33
-6 5/1 * +4 = -44
-6 5/1 * +5 = -55
-6 5/1 * +6 = -66
-6 5/1 * +7 = -77
-6 5/1 * +8 = -88
-6 5/1 * +9 = -99
-6 5/1 * -0 = +0
-6 5/1 * -1 = +11
-6 5/1 * -2 = +22
-6 5/1 * -3 = +33
-6 5/1 * -4 = +44
-6 5/1 * -5 = +55
-6 5/1 * -6 = +66
-6 5/1 * -7 = +77
-6 5/1 * -8 = +88
-6 5/1 * -9 = +99
-6 5/2 * +0 = +0
-6 5/2 * +1 = -8 1/2
-6 5/2 * +2 = -17
-6 5/2 * +3 = -25 1/2
-6 5/2 * +4 = -34
-6 5/2 * +5 = -42 1/2
-6 5/2 * +6 = -51
-6 5/2 * +7 = -59 1/2
-6 5/2 * +8 = -68
-6 5/2 * +9 = -76 1/2
-6 5/2 * -0 = +0
-6 5/2 * -1 = +8 1/2
-6 5/2 * -2 = +17
-6 5/2 * -3 = +25 1/2
-6 5/2 * -4 = +34
-6 5/2 * -5 = +42 1/2
-6 5/2 * -6 = +51
-6 5/2 * -7 = +59 1/2
-6 5/2 * -8 = +68
-6 5/2 * -9 = +76 1/2
-6 5/3 * +0 = +0
-6 5/3 * +1 = -7 2/3
-6 5/3 * +2 = -15 1/3
-6 5/3 * +3 = -23
-6 5/3 * +4 = -30 2/3
-6 5/3 * +5 = -38 1/3
-6 5/3 * +6 = -46
-6 5/3 * +7 = -53 2/3
-6 5/3 * +8 = -61 1/3
-6 5/3 * +9 = -69
-6 5/3 * -0 = +0
-6 5/3 * -1 = +7 2/3
-6 5/3 * -2 = +15 1/3
-6 5/3 * -3 = +23
-6 5/3 * -4 = +30 2/3
-6 5/3 * -5 = +38 1/3
-6 5/3 * -6 = +46
-6 5/3 * -7 = +53 2/3
-6 5/3 * -8 = +61 1/3
-6 5/3 * -9 = +69
-6 5/4 * +0 = +0
-6 5/4 * +1 = -7 1/4
-6 5/4 * +2 = -14 1/2
-6 5/4 * +3 = -21 3/4
-6 5/4 * +4 = -29
-6 5/4 * +5 = -36 1/4
-6 5/4 * +6 = -43 1/2
-6 5/4 * +7 = -50 3/4
-6 5/4 * +8 = -58
-6 5/4 * +9 = -65 1/4
-6 5/4 * -0 = +0
-6 5/4 * -1 = +7 1/4
-6 5/4 * -2 = +14 1/2
-6 5/4 * -3 = +21 3/4
-6 5/4 * -4 = +29
-6 5/4 * -5 = +36 1/4
-6 5/4 * -6 = +43 1/2
-6 5/4 * -7 = +50 3/4
-6 5/4 * -8 = +58
-6 5/4 * -9 = +65 1/4
-6 5/5 * +0 = +0
-6 5/5 * +1 = -7
-6 5/5 * +2 = -14
-6 5/5 * +3 = -21
-6 5/5 * +4 = -28
-6 5/5 * +5 = -35
-6 5/5 * +6 = -42
-6 5/5 * +7 = -49
-6 5/5 * +8 = -56
-6 5/5 * +9 = -63
-6 5/5 * -0 = +0
-6 5/5 * -1 = +7
-6 5/5 * -2 = +14
-6 5/5 * -3 = +21
-6 5/5 * -4 = +28
-6 5/5 * -5 = +35
-6 5/5 * -6 = +42
-6 5/5 * -7 = +49
-6 5/5 * -8 = +56
-6 5/5 * -9 = +63
-6 5/6 * +0 = +0
-6 5/6 * +1 = -6 5/6
-6 5/6 * +2 = -13 2/3
-6 5/6 * +3 = -20 1/2
-6 5/6 * +4 = -27 1/3
-6 5/6 * +5 = -34 1/6
-6 5/6 * +6 = -41
-6 5/6 * +7 = -47 5/6
-6 5/6 * +8 = -54 2/3
-6 5/6 * +9 = -61 1/2
-6 5/6 * -0 = +0
-6 5/6 * -1 = +6 5/6
-6 5/6 * -2 = +13 2/3
-6 5/6 * -3 = +20 1/2
-6 5/6 * -4 = +27 1/3
-6 5/6 * -5 = +34 1/6
-6 5/6 * -6 = +41
-6 5/6 * -7 = +47 5/6
-6 5/6 * -8 = +54 2/3
-6 5/6 * -9 = +61 1/2
-6 5/7 * +0 = +0
-6 5/7 * +1 = -6 5/7
-6 5/7 * +2 = -13 3/7
-6 5/7 * +3 = -20 1/7
-6 5/7 * +4 = -26 6/7
-6 5/7 * +5 = -33 4/7
-6 5/7 * +6 = -40 2/7
-6 5/7 * +7 = -47
-6 5/7 * +8 = -53 5/7
-6 5/7 * +9 = -60 3/7
-6 5/7 * -0 = +0
-6 5/7 * -1 = +6 5/7
-6 5/7 * -2 = +13 3/7
-6 5/7 * -3 = +20 1/7
-6 5/7 * -4 = +26 6/7
-6 5/7 * -5 = +33 4/7
-6 5/7 * -6 = +40 2/7
-6 5/7 * -7 = +47
-6 5/7 * -8 = +53 5/7
-6 5/7 * -9 = +60 3/7
-6 5/8 * +0 = +0
-6 5/8 * +1 = -6 5/8
-6 5/8 * +2 = -13 1/4
-6 5/8 * +3 = -19 7/8
-6 5/8 * +4 = -26 1/2
-6 5/8 * +5 = -33 1/8
-6 5/8 * +6 = -39 3/4
-6 5/8 * +7 = -46 3/8
-6 5/8 * +8 = -53
-6 5/8 * +9 = -59 5/8
-6 5/8 * -0 = +0
-6 5/8 * -1 = +6 5/8
-6 5/8 * -2 = +13 1/4
-6 5/8 * -3 = +19 7/8
-6 5/8 * -4 = +26 1/2
-6 5/8 * -5 = +33 1/8
-6 5/8 * -6 = +39 3/4
-6 5/8 * -7 = +46 3/8
-6 5/8 * -8 = +53
-6 5/8 * -9 = +59 5/8
-6 5/9 * +0 = +0
-6 5/9 * +1 = -6 5/9
-6 5/9 * +2 = -13 1/9
-6 5/9 * +3 = -19 2/3
-6 5/9 * +4 = -26 2/9
-6 5/9 * +5 = -32 7/9
-6 5/9 * +6 = -39 1/3
-6 5/9 * +7 = -45 8/9
-6 5/9 * +8 = -52 4/9
-6 5/9 * +9 = -59
-6 5/9 * -0 = +0
-6 5/9 * -1 = +6 5/9
-6 5/9 * -2 = +13 1/9
-6 5/9 * -3 = +19 2/3
-6 5/9 * -4 = +26 2/9
-6 5/9 * -5 = +32 7/9
-6 5/9 * -6 = +39 1/3
-6 5/9 * -7 = +45 8/9
-6 5/9 * -8 = +52 4/9
-6 5/9 * -9 = +59
-6 6/1 * +0 = +0
-6 6/1 * +1 = -12
-6 6/1 * +2 = -24
-6 6/1 * +3 = -36
-6 6/1 * +4 = -48
-6 6/1 * +5 = -60
-6 6/1 * +6 = -72
-6 6/1 * +7 = -84
-6 6/1 * +8 = -96
-6 6/1 * +9 = -108
-6 6/1 * -0 = +0
-6 6/1 * -1 = +12
-6 6/1 * -2 = +24
-6 6/1 * -3 = +36
-6 6/1 * -4 = +48
-6 6/1 * -5 = +60
-6 6/1 * -6 = +72
-6 6/1 * -7 = +84
-6 6/1 * -8 = +96
-6 6/1 * -9 = +108
-6 6/2 * +0 = +0
-6 6/2 * +1 = -9
-6 6/2 * +2 = -18
-6 6/2 * +3 = -27
-6 6/2 * +4 = -36
-6 6/2 * +5 = -45
-6 6/2 * +6 = -54
-6 6/2 * +7 = -63
-6 6/2 * +8 = -72
-6 6/2 * +9 = -81
-6 6/2 * -0 = +0
-6 6/2 * -1 = +9
-6 6/2 * -2 = +18
-6 6/2 * -3 = +27
-6 6/2 * -4 = +36
-6 6/2 * -5 = +45
-6 6/2 * -6 = +54
-6 6/2 * -7 = +63
-6 6/2 * -8 = +72
-6 6/2 * -9 = +81
-6 6/3 * +0 = +0
-6 6/3 * +1 = -8
-6 6/3 * +2 = -16
-6 6/3 * +3 = -24
-6 6/3 * +4 = -32
-6 6/3 * +5 = -40
-6 6/3 * +6 = -48
-6 6/3 * +7 = -56
-6 6/3 * +8 = -64
-6 6/3 * +9 = -72
-6 6/3 * -0 = +0
-6 6/3 * -1 = +8
-6 6/3 * -2 = +16
-6 6/3 * -3 = +24
-6 6/3 * -4 = +32
-6 6/3 * -5 = +40
-6 6/3 * -6 = +48
-6 6/3 * -7 = +56
-6 6/3 * -8 = +64
-6 6/3 * -9 = +72
-6 6/4 * +0 = +0
-6 6/4 * +1 = -7 1/2
-6 6/4 * +2 = -15
-6 6/4 * +3 = -22 1/2
-6 6/4 * +4 = -30
-6 6/4 * +5 = -37 1/2
-6 6/4 * +6 = -45
-6 6/4 * +7 = -52 1/2
-6 6/4 * +8 = -60
-6 6/4 * +9 = -67 1/2
-6 6/4 * -0 = +0
-6 6/4 * -1 = +7 1/2
-6 6/4 * -2 = +15
-6 6/4 * -3 = +22 1/2
-6 6/4 * -4 = +30
-6 6/4 * -5 = +37 1/2
-6 6/4 * -6 = +45
-6 6/4 * -7 = +52 1/2
-6 6/4 * -8 = +60
-6 6/4 * -9 = +67 1/2
-6 6/5 * +0 = +0
-6 6/5 * +1 = -7 1/5
-6 6/5 * +2 = -14 2/5
-6 6/5 * +3 = -21 3/5
-6 6/5 * +4 = -28 4/5
-6 6/5 * +5 = -36
-6 6/5 * +6 = -43 1/5
-6 6/5 * +7 = -50 2/5
-6 6/5 * +8 = -57 3/5
-6 6/5 * +9 = -64 4/5
-6 6/5 * -0 = +0
-6 6/5 * -1 = +7 1/5
-6 6/5 * -2 = +14 2/5
-6 6/5 * -3 = +21 3/5
-6 6/5 * -4 = +28 4/5
-6 6/5 * -5 = +36
-6 6/5 * -6 = +43 1/5
-6 6/5 * -7 = +50 2/5
-6 6/5 * -8 = +57 3/5
-6 6/5 * -9 = +64 4/5
-6 6/6 * +0 = +0
-6 6/6 * +1 = -7
-6 6/6 * +2 = -14
-6 6/6 * +3 = -21
-6 6/6 * +4 = -28
-6 6/6 * +5 = -35
-6 6/6 * +6 = -42
-6 6/6 * +7 = -49
-6 6/6 * +8 = -56
-6 6/6 * +9 = -63
-6 6/6 * -0 = +0
-6 6/6 * -1 = +7
-6 6/6 * -2 = +14
-6 6/6 * -3 = +21
-6 6/6 * -4 = +28
-6 6/6 * -5 = +35
-6 6/6 * -6 = +42
-6 6/6 * -7 = +49
-6 6/6 * -8 = +56
-6 6/6 * -9 = +63
-6 6/7 * +0 = +0
-6 6/7 * +1 = -6 6/7
-6 6/7 * +2 = -13 5/7
-6 6/7 * +3 = -20 4/7
-6 6/7 * +4 = -27 3/7
-6 6/7 * +5 = -34 2/7
-6 6/7 * +6 = -41 1/7
-6 6/7 * +7 = -48
-6 6/7 * +8 = -54 6/7
-6 6/7 * +9 = -61 5/7
-6 6/7 * -0 = +0
-6 6/7 * -1 = +6 6/7
-6 6/7 * -2 = +13 5/7
-6 6/7 * -3 = +20 4/7
-6 6/7 * -4 = +27 3/7
-6 6/7 * -5 = +34 2/7
-6 6/7 * -6 = +41 1/7
-6 6/7 * -7 = +48
-6 6/7 * -8 = +54 6/7
-6 6/7 * -9 = +61 5/7
-6 6/8 * +0 = +0
-6 6/8 * +1 = -6 3/4
-6 6/8 * +2 = -13 1/2
-6 6/8 * +3 = -20 1/4
-6 6/8 * +4 = -27
-6 6/8 * +5 = -33 3/4
-6 6/8 * +6 = -40 1/2
-6 6/8 * +7 = -47 1/4
-6 6/8 * +8 = -54
-6 6/8 * +9 = -60 3/4
-6 6/8 * -0 = +0
-6 6/8 * -1 = +6 3/4
-6 6/8 * -2 = +13 1/2
-6 6/8 * -3 = +20 1/4
-6 6/8 * -4 = +27
-6 6/8 * -5 = +33 3/4
-6 6/8 * -6 = +40 1/2
-6 6/8 * -7 = +47 1/4
-6 6/8 * -8 = +54
-6 6/8 * -9 = +60 3/4
-6 6/9 * +0 = +0
-6 6/9 * +1 = -6 2/3
-6 6/9 * +2 = -13 1/3
-6 6/9 * +3 = -20
-6 6/9 * +4 = -26 2/3
-6 6/9 * +5 = -33 1/3
-6 6/9 * +6 = -40
-6 6/9 * +7 = -46 2/3
-6 6/9 * +8 = -53 1/3
-6 6/9 * +9 = -60
-6 6/9 * -0 = +0
-6 6/9 * -1 = +6 2/3
-6 6/9 * -2 = +13 1/3
-6 6/9 * -3 = +20
-6 6/9 * -4 = +26 2/3
-6 6/9 * -5 = +33 1/3
-6 6/9 * -6 = +40
-6 6/9 * -7 = +46 2/3
-6 6/9 * -8 = +53 1/3
-6 6/9 * -9 = +60
-6 7/1 * +0 = +0
-6 7/1 * +1 = -13
-6 7/1 * +2 = -26
-6 7/1 * +3 = -39
-6 7/1 * +4 = -52
-6 7/1 * +5 = -65
-6 7/1 * +6 = -78
-6 7/1 * +7 = -91
-6 7/1 * +8 = -104
-6 7/1 * +9 = -117
-6 7/1 * -0 = +0
-6 7/1 * -1 = +13
-6 7/1 * -2 = +26
-6 7/1 * -3 = +39
-6 7/1 * -4 = +52
-6 7/1 * -5 = +65
-6 7/1 * -6 = +78
-6 7/1 * -7 = +91
-6 7/1 * -8 = +104
-6 7/1 * -9 = +117
-6 7/2 * +0 = +0
-6 7/2 * +1 = -9 1/2
-6 7/2 * +2 = -19
-6 7/2 * +3 = -28 1/2
-6 7/2 * +4 = -38
-6 7/2 * +5 = -47 1/2
-6 7/2 * +6 = -57
-6 7/2 * +7 = -66 1/2
-6 7/2 * +8 = -76
-6 7/2 * +9 = -85 1/2
-6 7/2 * -0 = +0
-6 7/2 * -1 = +9 1/2
-6 7/2 * -2 = +19
-6 7/2 * -3 = +28 1/2
-6 7/2 * -4 = +38
-6 7/2 * -5 = +47 1/2
-6 7/2 * -6 = +57
-6 7/2 * -7 = +66 1/2
-6 7/2 * -8 = +76
-6 7/2 * -9 = +85 1/2
-6 7/3 * +0 = +0
-6 7/3 * +1 = -8 1/3
-6 7/3 * +2 = -16 2/3
-6 7/3 * +3 = -25
-6 7/3 * +4 = -33 1/3
-6 7/3 * +5 = -41 2/3
-6 7/3 * +6 = -50
-6 7/3 * +7 = -58 1/3
-6 7/3 * +8 = -66 2/3
-6 7/3 * +9 = -75
-6 7/3 * -0 = +0
-6 7/3 * -1 = +8 1/3
-6 7/3 * -2 = +16 2/3
-6 7/3 * -3 = +25
-6 7/3 * -4 = +33 1/3
-6 7/3 * -5 = +41 2/3
-6 7/3 * -6 = +50
-6 7/3 * -7 = +58 1/3
-6 7/3 * -8 = +66 2/3
-6 7/3 * -9 = +75
-6 7/4 * +0 = +0
-6 7/4 * +1 = -7 3/4
-6 7/4 * +2 = -15 1/2
-6 7/4 * +3 = -23 1/4
-6 7/4 * +4 = -31
-6 7/4 * +5 = -38 3/4
-6 7/4 * +6 = -46 1/2
-6 7/4 * +7 = -54 1/4
-6 7/4 * +8 = -62
-6 7/4 * +9 = -69 3/4
-6 7/4 * -0 = +0
-6 7/4 * -1 = +7 3/4
-6 7/4 * -2 = +15 1/2
-6 7/4 * -3 = +23 1/4
-6 7/4 * -4 = +31
-6 7/4 * -5 = +38 3/4
-6 7/4 * -6 = +46 1/2
-6 7/4 * -7 = +54 1/4
-6 7/4 * -8 = +62
-6 7/4 * -9 = +69 3/4
-6 7/5 * +0 = +0
-6 7/5 * +1 = -7 2/5
-6 7/5 * +2 = -14 4/5
-6 7/5 * +3 = -22 1/5
-6 7/5 * +4 = -29 3/5
-6 7/5 * +5 = -37
-6 7/5 * +6 = -44 2/5
-6 7/5 * +7 = -51 4/5
-6 7/5 * +8 = -59 1/5
-6 7/5 * +9 = -66 3/5
-6 7/5 * -0 = +0
-6 7/5 * -1 = +7 2/5
-6 7/5 * -2 = +14 4/5
-6 7/5 * -3 = +22 1/5
-6 7/5 * -4 = +29 3/5
-6 7/5 * -5 = +37
-6 7/5 * -6 = +44 2/5
-6 7/5 * -7 = +51 4/5
-6 7/5 * -8 = +59 1/5
-6 7/5 * -9 = +66 3/5
-6 7/6 * +0 = +0
-6 7/6 * +1 = -7 1/6
-6 7/6 * +2 = -14 1/3
-6 7/6 * +3 = -21 1/2
-6 7/6 * +4 = -28 2/3
-6 7/6 * +5 = -35 5/6
-6 7/6 * +6 = -43
-6 7/6 * +7 = -50 1/6
-6 7/6 * +8 = -57 1/3
-6 7/6 * +9 = -64 1/2
-6 7/6 * -0 = +0
-6 7/6 * -1 = +7 1/6
-6 7/6 * -2 = +14 1/3
-6 7/6 * -3 = +21 1/2
-6 7/6 * -4 = +28 2/3
-6 7/6 * -5 = +35 5/6
-6 7/6 * -6 = +43
-6 7/6 * -7 = +50 1/6
-6 7/6 * -8 = +57 1/3
-6 7/6 * -9 = +64 1/2
-6 7/7 * +0 = +0
-6 7/7 * +1 = -7
-6 7/7 * +2 = -14
-6 7/7 * +3 = -21
-6 7/7 * +4 = -28
-6 7/7 * +5 = -35
-6 7/7 * +6 = -42
-6 7/7 * +7 = -49
-6 7/7 * +8 = -56
-6 7/7 * +9 = -63
-6 7/7 * -0 = +0
-6 7/7 * -1 = +7
-6 7/7 * -2 = +14
-6 7/7 * -3 = +21
-6 7/7 * -4 = +28
-6 7/7 * -5 = +35
-6 7/7 * -6 = +42
-6 7/7 * -7 = +49
-6 7/7 * -8 = +56
-6 7/7 * -9 = +63
-6 7/8 * +0 = +0
-6 7/8 * +1 = -6 7/8
-6 7/8 * +2 = -13 3/4
-6 7/8 * +3 = -20 5/8
-6 7/8 * +4 = -27 1/2
-6 7/8 * +5 = -34 3/8
-6 7/8 * +6 = -41 1/4
-6 7/8 * +7 = -48 1/8
-6 7/8 * +8 = -55
-6 7/8 * +9 = -61 7/8
-6 7/8 * -0 = +0
-6 7/8 * -1 = +6 7/8
-6 7/8 * -2 = +13 3/4
-6 7/8 * -3 = +20 5/8
-6 7/8 * -4 = +27 1/2
-6 7/8 * -5 = +34 3/8
-6 7/8 * -6 = +41 1/4
-6 7/8 * -7 = +48 1/8
-6 7/8 * -8 = +55
-6 7/8 * -9 = +61 7/8
-6 7/9 * +0 = +0
-6 7/9 * +1 = -6 7/9
-6 7/9 * +2 = -13 5/9
-6 7/9 * +3 = -20 1/3
-6 7/9 * +4 = -27 1/9
-6 7/9 * +5 = -33 8/9
-6 7/9 * +6 = -40 2/3
-6 7/9 * +7 = -47 4/9
-6 7/9 * +8 = -54 2/9
-6 7/9 * +9 = -61
-6 7/9 * -0 = +0
-6 7/9 * -1 = +6 7/9
-6 7/9 * -2 = +13 5/9
-6 7/9 * -3 = +20 1/3
-6 7/9 * -4 = +27 1/9
-6 7/9 * -5 = +33 8/9
-6 7/9 * -6 = +40 2/3
-6 7/9 * -7 = +47 4/9
-6 7/9 * -8 = +54 2/9
-6 7/9 * -9 = +61
-6 8/1 * +0 = +0
-6 8/1 * +1 = -14
-6 8/1 * +2 = -28
-6 8/1 * +3 = -42
-6 8/1 * +4 = -56
-6 8/1 * +5 = -70
-6 8/1 * +6 = -84
-6 8/1 * +7 = -98
-6 8/1 * +8 = -112
-6 8/1 * +9 = -126
-6 8/1 * -0 = +0
-6 8/1 * -1 = +14
-6 8/1 * -2 = +28
-6 8/1 * -3 = +42
-6 8/1 * -4 = +56
-6 8/1 * -5 = +70
-6 8/1 * -6 = +84
-6 8/1 * -7 = +98
-6 8/1 * -8 = +112
-6 8/1 * -9 = +126
-6 8/2 * +0 = +0
-6 8/2 * +1 = -10
-6 8/2 * +2 = -20
-6 8/2 * +3 = -30
-6 8/2 * +4 = -40
-6 8/2 * +5 = -50
-6 8/2 * +6 = -60
-6 8/2 * +7 = -70
-6 8/2 * +8 = -80
-6 8/2 * +9 = -90
-6 8/2 * -0 = +0
-6 8/2 * -1 = +10
-6 8/2 * -2 = +20
-6 8/2 * -3 = +30
-6 8/2 * -4 = +40
-6 8/2 * -5 = +50
-6 8/2 * -6 = +60
-6 8/2 * -7 = +70
-6 8/2 * -8 = +80
-6 8/2 * -9 = +90
-6 8/3 * +0 = +0
-6 8/3 * +1 = -8 2/3
-6 8/3 * +2 = -17 1/3
-6 8/3 * +3 = -26
-6 8/3 * +4 = -34 2/3
-6 8/3 * +5 = -43 1/3
-6 8/3 * +6 = -52
-6 8/3 * +7 = -60 2/3
-6 8/3 * +8 = -69 1/3
-6 8/3 * +9 = -78
-6 8/3 * -0 = +0
-6 8/3 * -1 = +8 2/3
-6 8/3 * -2 = +17 1/3
-6 8/3 * -3 = +26
-6 8/3 * -4 = +34 2/3
-6 8/3 * -5 = +43 1/3
-6 8/3 * -6 = +52
-6 8/3 * -7 = +60 2/3
-6 8/3 * -8 = +69 1/3
-6 8/3 * -9 = +78
-6 8/4 * +0 = +0
-6 8/4 * +1 = -8
-6 8/4 * +2 = -16
-6 8/4 * +3 = -24
-6 8/4 * +4 = -32
-6 8/4 * +5 = -40
-6 8/4 * +6 = -48
-6 8/4 * +7 = -56
-6 8/4 * +8 = -64
-6 8/4 * +9 = -72
-6 8/4 * -0 = +0
-6 8/4 * -1 = +8
-6 8/4 * -2 = +16
-6 8/4 * -3 = +24
-6 8/4 * -4 = +32
-6 8/4 * -5 = +40
-6 8/4 * -6 = +48
-6 8/4 * -7 = +56
-6 8/4 * -8 = +64
-6 8/4 * -9 = +72
-6 8/5 * +0 = +0
-6 8/5 * +1 = -7 3/5
-6 8/5 * +2 = -15 1/5
-6 8/5 * +3 = -22 4/5
-6 8/5 * +4 = -30 2/5
-6 8/5 * +5 = -38
-6 8/5 * +6 = -45 3/5
-6 8/5 * +7 = -53 1/5
-6 8/5 * +8 = -60 4/5
-6 8/5 * +9 = -68 2/5
-6 8/5 * -0 = +0
-6 8/5 * -1 = +7 3/5
-6 8/5 * -2 = +15 1/5
-6 8/5 * -3 = +22 4/5
-6 8/5 * -4 = +30 2/5
-6 8/5 * -5 = +38
-6 8/5 * -6 = +45 3/5
-6 8/5 * -7 = +53 1/5
-6 8/5 * -8 = +60 4/5
-6 8/5 * -9 = +68 2/5
-6 8/6 * +0 = +0
-6 8/6 * +1 = -7 1/3
-6 8/6 * +2 = -14 2/3
-6 8/6 * +3 = -22
-6 8/6 * +4 = -29 1/3
-6 8/6 * +5 = -36 2/3
-6 8/6 * +6 = -44
-6 8/6 * +7 = -51 1/3
-6 8/6 * +8 = -58 2/3
-6 8/6 * +9 = -66
-6 8/6 * -0 = +0
-6 8/6 * -1 = +7 1/3
-6 8/6 * -2 = +14 2/3
-6 8/6 * -3 = +22
-6 8/6 * -4 = +29 1/3
-6 8/6 * -5 = +36 2/3
-6 8/6 * -6 = +44
-6 8/6 * -7 = +51 1/3
-6 8/6 * -8 = +58 2/3
-6 8/6 * -9 = +66
-6 8/7 * +0 = +0
-6 8/7 * +1 = -7 1/7
-6 8/7 * +2 = -14 2/7
-6 8/7 * +3 = -21 3/7
-6 8/7 * +4 = -28 4/7
-6 8/7 * +5 = -35 5/7
-6 8/7 * +6 = -42 6/7
-6 8/7 * +7 = -50
-6 8/7 * +8 = -57 1/7
-6 8/7 * +9 = -64 2/7
-6 8/7 * -0 = +0
-6 8/7 * -1 = +7 1/7
-6 8/7 * -2 = +14 2/7
-6 8/7 * -3 = +21 3/7
-6 8/7 * -4 = +28 4/7
-6 8/7 * -5 = +35 5/7
-6 8/7 * -6 = +42 6/7
-6 8/7 * -7 = +50
-6 8/7 * -8 = +57 1/7
-6 8/7 * -9 = +64 2/7
-6 8/8 * +0 = +0
-6 8/8 * +1 = -7
-6 8/8 * +2 = -14
-6 8/8 * +3 = -21
-6 8/8 * +4 = -28
-6 8/8 * +5 = -35
-6 8/8 * +6 = -42
-6 8/8 * +7 = -49
-6 8/8 * +8 = -56
-6 8/8 * +9 = -63
-6 8/8 * -0 = +0
-6 8/8 * -1 = +7
-6 8/8 * -2 = +14
-6 8/8 * -3 = +21
-6 8/8 * -4 = +28
-6 8/8 * -5 = +35
-6 8/8 * -6 = +42
-6 8/8 * -7 = +49
-6 8/8 * -8 = +56
-6 8/8 * -9 = +63
-6 8/9 * +0 = +0
-6 8/9 * +1 = -6 8/9
-6 8/9 * +2 = -13 7/9
-6 8/9 * +3 = -20 2/3
-6 8/9 * +4 = -27 5/9
-6 8/9 * +5 = -34 4/9
-6 8/9 * +6 = -41 1/3
-6 8/9 * +7 = -48 2/9
-6 8/9 * +8 = -55 1/9
-6 8/9 * +9 = -62
-6 8/9 * -0 = +0
-6 8/9 * -1 = +6 8/9
-6 8/9 * -2 = +13 7/9
-6 8/9 * -3 = +20 2/3
-6 8/9 * -4 = +27 5/9
-6 8/9 * -5 = +34 4/9
-6 8/9 * -6 = +41 1/3
-6 8/9 * -7 = +48 2/9
-6 8/9 * -8 = +55 1/9
-6 8/9 * -9 = +62
-6 9/1 * +0 = +0
-6 9/1 * +1 = -15
-6 9/1 * +2 = -30
-6 9/1 * +3 = -45
-6 9/1 * +4 = -60
-6 9/1 * +5 = -75
-6 9/1 * +6 = -90
-6 9/1 * +7 = -105
-6 9/1 * +8 = -120
-6 9/1 * +9 = -135
-6 9/1 * -0 = +0
-6 9/1 * -1 = +15
-6 9/1 * -2 = +30
-6 9/1 * -3 = +45
-6 9/1 * -4 = +60
-6 9/1 * -5 = +75
-6 9/1 * -6 = +90
-6 9/1 * -7 = +105
-6 9/1 * -8 = +120
-6 9/1 * -9 = +135
-6 9/2 * +0 = +0
-6 9/2 * +1 = -10 1/2
-6 9/2 * +2 = -21
-6 9/2 * +3 = -31 1/2
-6 9/2 * +4 = -42
-6 9/2 * +5 = -52 1/2
-6 9/2 * +6 = -63
-6 9/2 * +7 = -73 1/2
-6 9/2 * +8 = -84
-6 9/2 * +9 = -94 1/2
